	division	esr	region	express	source	iso3166	osm_id	lat	lon	name	station_type_en	railway
25789		892584	Красноярский край		krasnoyarsk	RU-KYA	99565738.0	56.23034668	95.75200653	Иланка	station	Красноярская
25790	Красноярское	892601	Красноярский край		krasnoyarsk	RU-KYA	278102547.0	55.86840057	93.98780823	Балай	halt	Красноярская
25791	Красноярское	892616	Красноярский край		krasnoyarsk	RU-KYA	3217018430.0	55.83903885	94.07906342	Карабарик	halt	Красноярская
25792	Красноярское	892616	Красноярский край		krasnoyarsk	RU-KYA	942874421.0	55.83908081	94.07906342	Карабарик	halt	Красноярская
25793	Красноярское	892620	Красноярский край		krasnoyarsk	RU-KYA	3217018434.0	55.83053207	94.10945129	Косогор	halt	Красноярская
25794	Красноярское	892620	Красноярский край		krasnoyarsk	RU-KYA	278102676.0	55.8305397	94.10951996	Косогор	halt	Красноярская
25795	Красноярское	892635	Красноярский край		krasnoyarsk	RU-KYA	942874418.0	55.80079269	94.26582336	Наливная	halt	Красноярская
25796	Красноярское	892635	Красноярский край		krasnoyarsk	RU-KYA	3217018440.0	55.80075073	94.26583099	Наливная	halt	Красноярская
25797	Красноярское	892642	Красноярский край		krasnoyarsk	RU-KYA	3217018437.0	55.82206726	94.13041687	Марьевка	halt	Красноярская
25798	Красноярское	892642	Красноярский край		krasnoyarsk	RU-KYA	942874423.0	55.82210541	94.13043213	Марьевка	halt	Красноярская
25799	Красноярское	892654	Красноярский край		krasnoyarsk	RU-KYA	278102760.0	55.80521011	94.19989777	Озерный	halt	Красноярская
25800	Красноярское	892654	Красноярский край		krasnoyarsk	RU-KYA	3217018442.0	55.80517578	94.19986725	Озерный	halt	Красноярская
25801	Красноярское	892669	Красноярский край		krasnoyarsk	RU-KYA	942874422.0	55.80237579	94.31460571	Путейская	halt	Красноярская
25802	Красноярское	892688	Красноярский край		krasnoyarsk	RU-KYA	3217018435.0	55.86638641	93.88034058	Кузнецовский	halt	Красноярская
25803	Красноярское	892688	Красноярский край		krasnoyarsk	RU-KYA	895498615.0	55.86640167	93.88027191	Кузнецовский	halt	Красноярская
25804		892692	Красноярский край		krasnoyarsk	RU-KYA				УЯР-ЧЕТ		Красноярская
25805	Красноярское	892705	Красноярский край	2038211.0	krasnoyarsk	RU-KYA	4795178524.0	55.80597305	94.33000183	Уяр	station	Красноярская
25806	Красноярское	893002	Красноярский край	2038212.0	krasnoyarsk	RU-KYA	4017600952.0	55.8982811	94.409729	Громадская	halt	Красноярская
25807	Красноярское	893017	Красноярский край		krasnoyarsk	RU-KYA	3217018452.0	55.91121674	94.52619934	Сибиряк	halt	Красноярская
25808	Красноярское	893017	Красноярский край		krasnoyarsk	RU-KYA	950623487.0	55.91125488	94.52618408	Сибиряк	halt	Красноярская
25809	Красноярское	893021	Красноярский край		krasnoyarsk	RU-KYA	895256969.0	55.91697693	94.60326385	Илиган	halt	Красноярская
25810	Красноярское	893021	Красноярский край		krasnoyarsk	RU-KYA	3217018426.0	55.91696167	94.60333252	Илиган	halt	Красноярская
25811	Красноярское	893036	Красноярский край		krasnoyarsk	RU-KYA	3217018441.0	55.94763565	94.6517868	Налобино	halt	Красноярская
25812	Красноярское	893036	Красноярский край		krasnoyarsk	RU-KYA	305277998.0	55.94794083	94.6526413	Налобино	halt	Красноярская
25813	Красноярское	893040	Красноярский край		krasnoyarsk	RU-KYA	3606670108.0	55.82287216	94.34940338	Преображенская	halt	Красноярская
25814		893055	Красноярский край		krasnoyarsk	RU-KYA				ПУТЕВОЙ ПОСТ 4260 КМ		Красноярская
25815	Красноярское	893106	Красноярский край	2038175.0	krasnoyarsk	RU-KYA	3885197831.0	55.9557724	94.70575714	Заозёрная	station	Красноярская
25816	Красноярское	893110	Красноярский край		krasnoyarsk	RU-KYA	305277740.0	55.95281219	94.78509521	Ирша	halt	Красноярская
25817	Красноярское	893110	Красноярский край		krasnoyarsk	RU-KYA	3218471236.0	55.95267487	94.78501129	Ирша	halt	Красноярская
25818	Красноярское	893125	Красноярский край		krasnoyarsk	RU-KYA				Южный		Красноярская
25819	Красноярское	893133	Красноярский край		krasnoyarsk	RU-KYA	895226333.0	55.95995712	94.90583038	Михалёвка	halt	Красноярская
25820	Красноярское	893133	Красноярский край		krasnoyarsk	RU-KYA	3218471258.0	55.95981216	94.90579224	Михалёвка	halt	Красноярская
25821	Красноярское	893200	Красноярский край	2038213.0	krasnoyarsk	RU-KYA	4017600966.0	55.9686203	94.98176575	Камала	station	Красноярская
25822	Красноярское	893214	Красноярский край		krasnoyarsk	RU-KYA	894379142.0	55.97366714	95.03269958	Камалинка	halt	Красноярская
25823	Красноярское	893214	Красноярский край		krasnoyarsk	RU-KYA	3218471239.0	55.97352219	95.03266144	Камалинка	halt	Красноярская
25824	Красноярское	893229	Красноярский край		krasnoyarsk	RU-KYA				Солнечный		Красноярская
25825	Красноярское	893233	Красноярский край		krasnoyarsk	RU-KYA	894379189.0	55.98337173	95.14437103	Ягодная	halt	Красноярская
25826	Красноярское	893233	Красноярский край		krasnoyarsk	RU-KYA	3218472692.0	55.98332214	95.14439392	Ягодная	halt	Красноярская
25827	Красноярское	893303	Красноярский край	2038214.0	krasnoyarsk	RU-KYA	950623686.0	56.00305557	95.1989212	Солянка	station	Красноярская
25828	Красноярское	893318	Красноярский край		krasnoyarsk	RU-KYA	305277119.0	56.03495407	95.27438354	Старая Солянка	halt	Красноярская
25829	Красноярское	893318	Красноярский край		krasnoyarsk	RU-KYA	3218472675.0	56.03491974	95.27445984	Старая Солянка	halt	Красноярская
25830	Красноярское	893322	Красноярский край	2038216.0	krasnoyarsk	RU-KYA	2578558327.0	56.11215973	95.33226013	Бошняково	station	Красноярская
25831	Красноярское	893322	Красноярский край	2038216.0	krasnoyarsk	RU-KYA	894104395.0	56.11220932	95.33222961	Бошняково	station	Красноярская
25832	Красноярское	893341	Красноярский край		krasnoyarsk	RU-KYA	2578558326.0	56.13862228	95.3747406	Безводная	halt	Красноярская
25833	Красноярское	893341	Красноярский край		krasnoyarsk	RU-KYA	894104445.0	56.13866425	95.37469482	Безводная	halt	Красноярская
25834	Красноярское	893356	Красноярский край		krasnoyarsk	RU-KYA	2578558329.0	56.14888382	95.42125702	Комаровская	halt	Красноярская
25835	Красноярское	893356	Красноярский край		krasnoyarsk	RU-KYA	2578558328.0	56.14886856	95.42127228	Комаровская	halt	Красноярская
25836	Красноярское	893356	Красноярский край		krasnoyarsk	RU-KYA	950623576.0	56.14889908	95.42124176	Комаровская	halt	Красноярская
25837	Красноярское	893360	Красноярский край		krasnoyarsk	RU-KYA	950624111.0	56.18132401	95.43138885	Уря	halt	Красноярская
25838	Красноярское	893360	Красноярский край		krasnoyarsk	RU-KYA	2578558332.0	56.18133926	95.43144226	Уря	halt	Красноярская
25839	Красноярское	893360	Красноярский край		krasnoyarsk	RU-KYA	2578558331.0	56.18133163	95.43141174	Уря	halt	Красноярская
25840	Красноярское	893375	Красноярский край		krasnoyarsk	RU-KYA	305277102.0	56.07456207	95.30140686	Перевал	halt	Красноярская
25841	Красноярское	893375	Красноярский край		krasnoyarsk	RU-KYA	2578558330.0	56.07455444	95.30148315	Перевал	halt	Красноярская
25842	Красноярское	893407	Красноярский край	2038217.0	krasnoyarsk	RU-KYA	4017602406.0	56.19621658	95.4541626	Филимоново	station	Красноярская
25843	Красноярское	893411	Красноярский край		krasnoyarsk	RU-KYA	950624117.0	56.19795609	95.51370239	Ферма	halt	Красноярская
25844	Красноярское	893411	Красноярский край		krasnoyarsk	RU-KYA	3218472682.0	56.19787216	95.51368713	Ферма	halt	Красноярская
25845	Красноярское	893426	Красноярский край		krasnoyarsk	RU-KYA	950623581.0	56.1975975	95.60211945	Красный Маяк	halt	Красноярская
25846	Красноярское	893426	Красноярский край		krasnoyarsk	RU-KYA	3218471250.0	56.19751358	95.60212708	Красный Маяк	halt	Красноярская
25847	Красноярское	893430	Красноярский край		krasnoyarsk	RU-KYA	3218471212.0	56.19790649	95.63987732	Аэродром	halt	Красноярская
25848	Красноярское	893430	Красноярский край		krasnoyarsk	RU-KYA	950623398.0	56.19799423	95.63987732	Аэродром	halt	Красноярская
25849	Красноярское	893500	Красноярский край	2038240.0	krasnoyarsk	RU-KYA	4012799213.0	56.19849396	95.70420837	Канск-Енисейский	station	Красноярская
25850	Красноярское	893515	Красноярский край		krasnoyarsk	RU-KYA	3218471242.0	56.21261215	95.73647308	Канск-Перевоз	halt	Красноярская
25851	Красноярское	893515	Красноярский край		krasnoyarsk	RU-KYA	893750580.0	56.21264648	95.73641968	Канск-Перевоз	halt	Красноярская
25852	Красноярское	893529	Красноярский край		krasnoyarsk	RU-KYA	99565738.0	56.23034668	95.75200653	Иланка	station	Красноярская
25853	Красноярское	893534	Красноярский край		krasnoyarsk	RU-KYA	3218471246.0	56.27056122	95.78398132	Коньково	halt	Красноярская
25854	Красноярское	893534	Красноярский край		krasnoyarsk	RU-KYA	948042645.0	56.27060318	95.78396606	Коньково	halt	Красноярская
25855	Красноярское	893549	Красноярский край		krasnoyarsk	RU-KYA	305276372.0	56.2809639	95.90970612	Далай	halt	Красноярская
25856	Красноярское	893549	Красноярский край		krasnoyarsk	RU-KYA	3218471226.0	56.28091812	95.90969849	Далай	halt	Красноярская
25857	Красноярское	893553	Красноярский край		krasnoyarsk	RU-KYA	3218472678.0	56.2776947	95.95020294	Теплые Ключи	station	Красноярская
25858	Красноярское	893553	Красноярский край		krasnoyarsk	RU-KYA	893750615.0	56.27773285	95.95024109	Теплые Ключи	station	Красноярская
25859	Красноярское	893568	Красноярский край		krasnoyarsk	RU-KYA	893750648.0	56.27554321	95.98368835	Красный Хлебороб	halt	Красноярская
25860	Красноярское	893568	Красноярский край		krasnoyarsk	RU-KYA	3218471251.0	56.27550125	95.98368073	Красный Хлебороб	halt	Красноярская
25861	Красноярское	893572	Красноярский край		krasnoyarsk	RU-KYA	3218471254.0	56.28208542	95.85588837	Лозичная	halt	Красноярская
25862	Красноярское	893572	Красноярский край		krasnoyarsk	RU-KYA	948042642.0	56.2821312	95.85588074	Лозичная	halt	Красноярская
25863		893587	Красноярский край	2038785.0	krasnoyarsk	RU-KYA	4753120323.0	56.24111176	95.75759888	Старая Иланка	halt	Красноярская
25864		893587	Красноярский край	2038785.0	krasnoyarsk	RU-KYA	1140753841.0	56.2417984	95.75829315	Старая Иланка	halt	Красноярская
25865		893587	Красноярский край	2038785.0	krasnoyarsk	RU-KYA	4753120220.0	56.2417717	95.75817871	Старая Иланка	halt	Красноярская
25866		893591	Красноярский край	2038786.0	krasnoyarsk	RU-KYA	893102268.0	56.24927902	96.04673004	Луговые	halt	Красноярская
25867		893591	Красноярский край	2038786.0	krasnoyarsk	RU-KYA	3218471255.0	56.24923325	96.04671478	Луговые	halt	Красноярская
25868	Красноярское	893604	Красноярский край		krasnoyarsk	RU-KYA	5514525712.0	56.23554611	95.74532318	Кан-2	station	Красноярская
25869	Красноярское	893623	Красноярский край		krasnoyarsk	RU-KYA				КАНСК-ЕН.МЧ		Красноярская
25870		893695	Красноярский край		krasnoyarsk	RU-KYA				ИЛАНСКАЯ-НЕЧ		Красноярская
25871	Красноярское	893708	Красноярский край	2038195.0	krasnoyarsk	RU-KYA	4012799211.0	56.23927307	96.07078552	Иланская	station	Красноярская
25872	Красноярское	893712	Красноярский край		krasnoyarsk	RU-KYA	948042635.0	56.23999405	96.17355347	Бузюк	halt	Красноярская
25873	Красноярское	893712	Красноярский край		krasnoyarsk	RU-KYA	893102231.0	56.23682404	96.19713593	Бузюк	halt	Красноярская
25874	Красноярское	893712	Красноярский край		krasnoyarsk	RU-KYA	3218471219.0	56.23994827	96.17355347	Бузюк	halt	Красноярская
25875	Красноярское	893712	Красноярский край		krasnoyarsk	RU-KYA	3218471218.0	56.2367897	96.19708252	Бузюк	halt	Красноярская
25876	Красноярское	893727	Красноярский край		krasnoyarsk	RU-KYA	948042654.0	56.23646927	96.21283722	Дачная	halt	Красноярская
25877	Красноярское	893727	Красноярский край		krasnoyarsk	RU-KYA	3218471227.0	56.23642731	96.21283722	Дачная	halt	Красноярская
25878	Красноярское	893731	Красноярский край	2038749.0	krasnoyarsk	RU-KYA	4017602395.0	56.22856522	96.28333282	Стайный	station	Красноярская
25879	Красноярское	893746	Красноярский край		krasnoyarsk	RU-KYA	893102271.0	56.24023056	96.15345001	Елань	halt	Красноярская
25880	Красноярское	893746	Красноярский край		krasnoyarsk	RU-KYA	3218471231.0	56.24018478	96.15345001	Елань	halt	Красноярская
25881	Красноярское	893801	Красноярский край	2038750.0	krasnoyarsk	RU-KYA	4017602397.0	56.20704651	96.39269257	Сулемка	station	Красноярская
25882	Красноярское	893816	Красноярский край		krasnoyarsk	RU-KYA	3218471220.0	56.20467377	96.44535065	Верхний Ингаш	halt	Красноярская
25883	Красноярское	893816	Красноярский край		krasnoyarsk	RU-KYA	948042640.0	56.20471954	96.44535828	Верхний Ингаш	halt	Красноярская
25884	Красноярское	893905	Красноярский край	2038185.0	krasnoyarsk	RU-KYA	948042655.0	56.20130157	96.51557922	Ингашская	station	Красноярская
25885	Красноярское	893914	Красноярский край		krasnoyarsk	RU-KYA	893085493.0	56.19829941	96.57082367	Райисполком	halt	Красноярская
25886	Красноярское	893914	Красноярский край		krasnoyarsk	RU-KYA	3218472664.0	56.19825745	96.57079315	Райисполком	halt	Красноярская
25887	Красноярское	893924	Красноярский край		krasnoyarsk	RU-KYA	893008408.0	56.17995071	96.62385559	Пойма	halt	Красноярская
25888	Красноярское	893924	Красноярский край		krasnoyarsk	RU-KYA	3218472662.0	56.17989731	96.62379456	Пойма	halt	Красноярская
25889	Красноярское	893939	Красноярский край	2038219.0	krasnoyarsk	RU-KYA	4017602413.0	56.1728096	96.7148819	Шарбыш	station	Красноярская
25890	Красноярское	893943	Красноярский край		krasnoyarsk	RU-KYA	893008447.0	56.15266418	96.83974457	Максимово	halt	Красноярская
25891	Красноярское	893943	Красноярский край		krasnoyarsk	RU-KYA	3218471256.0	56.15262604	96.83964539	Максимово	halt	Красноярская
25892	Красноярское	893958	Красноярский край		krasnoyarsk	RU-KYA	948042646.0	56.20016861	96.53898621	Куруп	halt	Красноярская
25893	Красноярское	893958	Красноярский край		krasnoyarsk	RU-KYA	3218471253.0	56.20012283	96.53898621	Куруп	halt	Красноярская
25894	Красноярское	893962	Красноярский край		krasnoyarsk	RU-KYA				Рябиновка		Красноярская
25895	Красноярское	894005	Красноярский край	2038221.0	krasnoyarsk	RU-KYA	4012799210.0	56.147686	96.91400909	Тинская	station	Красноярская
25896	Красноярское	894010	Красноярский край		krasnoyarsk	RU-KYA	948042632.0	56.13735962	97.04231262	Догадаево	halt	Красноярская
25897	Красноярское	894010	Красноярский край		krasnoyarsk	RU-KYA	3218471228.0	56.13731766	97.04233551	Догадаево	halt	Красноярская
25898	Красноярское	894024	Красноярский край		krasnoyarsk	RU-KYA	3218472663.0	56.15054321	96.9809494	Прибылово	halt	Красноярская
25899	Красноярское	894024	Красноярский край		krasnoyarsk	RU-KYA	892924624.0	56.15058899	96.9809494	Прибылово	halt	Красноярская
25900	Красноярское	894039	Красноярский край		krasnoyarsk	RU-KYA	948042652.0	56.14090729	97.07231903	4443 км	halt	Красноярская
25901	Красноярское	894043	Красноярский край		krasnoyarsk	RU-KYA	948042636.0	56.15408325	97.15847015	Сосновый Бор	halt	Красноярская
25902	Красноярское	894109	Красноярский край	2038235.0	krasnoyarsk	RU-KYA	4795265859.0	56.15768433	97.20661926	Решоты	station	Красноярская
25903	Красноярское	894113	Красноярский край		krasnoyarsk	RU-KYA	972835158.0	56.24665451	97.27289581	Прохладная	halt	Красноярская
25904	Красноярское	894128	Красноярский край		krasnoyarsk	RU-KYA	972835080.0	56.2385025	97.25963593	11 км	halt	Красноярская
25905	Красноярское	894132	Красноярский край		krasnoyarsk	RU-KYA	305275440.0	56.12900162	97.26924896	Махошино	halt	Красноярская
25906	Красноярское	894147	Красноярский край		krasnoyarsk	RU-KYA	3217018448.0	56.11737442	97.29714966	Разлога	halt	Красноярская
25907	Красноярское	894147	Красноярский край		krasnoyarsk	RU-KYA	612398459.0	56.1173439	97.29719543	Разлога	halt	Красноярская
25908		894151	Красноярский край		krasnoyarsk	RU-KYA				ОСТАНОВОЧНЫЙ ПУНКТ 4123 КМ		Красноярская
25909	Красноярское	894306	Красноярский край		krasnoyarsk	RU-KYA	972834719.0	56.26060104	97.34172058	Канифольная	station	Красноярская
25910	Красноярское	894310	Красноярский край		krasnoyarsk	RU-KYA	972835350.0	56.33069992	97.38098145	Ревучий	halt	Красноярская
25911	Красноярское	894325	Красноярский край		krasnoyarsk	RU-KYA	972840329.0	56.31280518	97.37590027	24 км	halt	Красноярская
25912	Красноярское	894414	Красноярский край		krasnoyarsk	RU-KYA	972838958.0	56.38925552	97.43497467	34 км	halt	Красноярская
25913	Красноярское	894429	Красноярский край		krasnoyarsk	RU-KYA	972840417.0	56.36354828	97.39710236	Табагашет	station	Красноярская
25914	Красноярское	894503	Красноярский край		krasnoyarsk	RU-KYA				ЮЖНАЯ ТУНГУСКА		Красноярская
25915	Красноярское	894518	Красноярский край		krasnoyarsk	RU-KYA	972835428.0	56.45411682	97.54705811	Южная Тунгуска	halt	Красноярская
25916	Красноярское	894611	Красноярский край		krasnoyarsk	RU-KYA	1972254468.0	56.54580307	97.70105743	Кедровая	halt	Красноярская
25917	Красноярское	894626	Красноярский край	2038320.0	krasnoyarsk	RU-KYA	972838341.0	56.54166412	97.69538116	58 км	halt	Красноярская
25918	Красноярское	894630	Красноярский край		krasnoyarsk	RU-KYA	972839663.0	56.5173111	97.67141724	Поканаевка	station	Красноярская
25919	Красноярское	894715	Красноярский край		krasnoyarsk	RU-KYA	972835925.0	56.6314888	97.72001648	Колючий	station	Красноярская
25920	Красноярское	894819	Красноярский край		krasnoyarsk	RU-KYA	972834619.0	56.67628479	97.7215271	Тиличет	halt	Красноярская
25921	Красноярское	894908	Иркутская область	2039771.0	irkutsk	RU-IRK				Плашечная		Красноярская
25922	Красноярское	895008	Иркутская область	2039772.0	irkutsk	RU-IRK	972836295.0	56.87547684	97.6836319	Черманчет	station	Красноярская
25923	Красноярское	895012	Иркутская область	2038315.0	irkutsk	RU-IRK	972840480.0	56.9330101	97.68793488	Шелаево	halt	Красноярская
25924	Красноярское	895101	Иркутская область	2039773.0	irkutsk	RU-IRK	972836177.0	56.96014404	97.71530151	Новобирюсинская	station	Красноярская
25925	Красноярское	895205	Иркутская область	2039774.0	irkutsk	RU-IRK	972835092.0	57.18768311	97.75035858	Гаревой	station	Красноярская
25926	Красноярское	895309	Иркутская область	2039775.0	irkutsk	RU-IRK	972836658.0	57.26978683	97.73504639	Тамтачет	station	Красноярская
25927	Красноярское	895402	Красноярский край		krasnoyarsk	RU-KYA	972835880.0	57.44519424	97.49902344	Чунояр	station	Красноярская
25928	Красноярское	895510	Красноярский край		krasnoyarsk	RU-KYA	972839369.0	57.64484406	97.38220215	Каменная Речка	station	Красноярская
25929	Красноярское	895600	Красноярский край		krasnoyarsk	RU-KYA	972835019.0	57.75579453	97.4232254	Новохайская	station	Красноярская
25930	Красноярское	895614	Красноярский край		krasnoyarsk	RU-KYA				Кучеткан		Красноярская
25931	Красноярское	895703	Красноярский край		krasnoyarsk	RU-KYA	972838365.0	57.85641861	97.39562225	Кучеткан	station	Красноярская
25932	Красноярское	895807	Красноярский край	2038278.0	krasnoyarsk	RU-KYA	972840088.0	58.0746994	97.327034	Карабула	station	Красноярская
25933	Красноярское	896119	Иркутская область	2038463.0	irkutsk	RU-IRK				Точильный		Красноярская
25934	Красноярское	896123	Иркутская область	2038464.0	irkutsk	RU-IRK				Урало-Ключи		Красноярская
25935	Красноярское	896138	Красноярский край		krasnoyarsk	RU-KYA	3217018432.0	56.1197052	97.36986542	Ключи	halt	Красноярская
25936	Красноярское	896138	Красноярский край		krasnoyarsk	RU-KYA	892626465.0	56.11966705	97.36988831	Ключи	halt	Красноярская
25937	Красноярское	896138	Красноярский край		krasnoyarsk	RU-KYA	1067453002.0	56.1861496	90.45251465	Ключи	halt	Красноярская
25938	Красноярское	896138	Красноярский край		krasnoyarsk	RU-KYA	1067453235.0	56.18656158	90.45400238	Ключи	halt	Красноярская
25939	Красноярское	896142	Иркутская область	2038468.0	irkutsk	RU-IRK				4482 км		Красноярская
25940		896157	Красноярский край	2038180.0	krasnoyarsk	RU-KYA				4469 км		Красноярская
25941	Красноярское	897003	Красноярский край		krasnoyarsk	RU-KYA				КРАСН-1		Красноярская
25942	Красноярское	897018	Красноярский край		krasnoyarsk	RU-KYA				КРАСН-2		Красноярская
25943	Красноярское	897022	Красноярский край		krasnoyarsk	RU-KYA				КРАСН-3		Красноярская
25944	Красноярское	897037	Красноярский край		krasnoyarsk	RU-KYA				КРАСН-4		Красноярская
25945	Север	900013	Иркутская область	2054212.0	irkutsk	RU-IRK				Предленский		Восточно-Сибирская
25946	Север	902201	Иркутская область	2054045.0	irkutsk	RU-IRK	4795265856.0	56.74632263	106.50410461	Звёздная	station	Восточно-Сибирская
25947		902216	Иркутская область	2054504.0	irkutsk	RU-IRK	3485854217.0	56.68041229	106.71022797	Ирдыкан	station	Восточно-Сибирская
25948	Север	902235	Иркутская область	2054044.0	irkutsk	RU-IRK	3602642811.0	56.84405518	106.22789001	Чудничный	station	Восточно-Сибирская
25949	Север	902305	Иркутская область	2054046.0	irkutsk	RU-IRK	4795265855.0	56.55853653	106.80654144	Ния	station	Восточно-Сибирская
25950		902317	Иркутская область	2054505.0	irkutsk	RU-IRK	3602634277.0	56.46626663	106.84513092	Таковка	station	Восточно-Сибирская
25951	Север	902502	Иркутская область	2054047.0	irkutsk	RU-IRK	3602634275.0	56.3756752	107.07250214	Небель	station	Восточно-Сибирская
25952		902521	Иркутская область	2054565.0	irkutsk	RU-IRK	3602641973.0	56.31037521	107.25641632	Марикта	station	Восточно-Сибирская
25953	Север	902702	Иркутская область	2054048.0	irkutsk	RU-IRK	3394681860.0	56.17957306	107.45555878	Киренга	station	Восточно-Сибирская
25954		902714	Иркутская область	2054506.0	irkutsk	RU-IRK	3602641493.0	56.24636841	107.33908081	Бирея	station	Восточно-Сибирская
25955	Север	902803	Иркутская область	2054213.0	irkutsk	RU-IRK	3602632762.0	56.08043289	107.6805954	Окунайский	station	Восточно-Сибирская
25956	Север	902841	Иркутская область	2054674.0	irkutsk	RU-IRK	2607198016.0	56.02669144	107.70729828	914 км	halt	Восточно-Сибирская
25957	Север	902907	Иркутская область	2054049.0	irkutsk	RU-IRK	3602637003.0	55.90912628	107.79891205	Улькан	station	Восточно-Сибирская
25958	Север	902911	Иркутская область	2054214.0	irkutsk	RU-IRK	3602636517.0	55.85372925	108.00629425	Умбелла	station	Восточно-Сибирская
25959		902945	Иркутская область		irkutsk	RU-IRK				КАЛАКАЧАН		Восточно-Сибирская
25960	Север	903007	Иркутская область	2054050.0	irkutsk	RU-IRK	3505198052.0	55.76320648	108.45049286	Кунерма	station	Восточно-Сибирская
25961	Север	903011	Иркутская область	2054051.0	irkutsk	RU-IRK				Дельбичинда		Восточно-Сибирская
25962	Север	903026	Иркутская область	2054215.0	irkutsk	RU-IRK				1006 км		Восточно-Сибирская
25963		903030	Иркутская область	2055009.0	irkutsk	RU-IRK	314013458.0	55.77955627	108.18817902	Калакачан	station	Восточно-Сибирская
25965	Север	903115	Республика Бурятия	2054103.0	buryat	RU-BU	318629898.0	55.70972824	109.07222748	Гоуджекит	station	Восточно-Сибирская
25966	Север	903127	Республика Бурятия	2054104.0	buryat	RU-BU	4397725427.0	55.7559967	109.27446747	Тыя	station	Восточно-Сибирская
25967	Север	903134	Республика Бурятия	2054216.0	buryat	RU-BU				1017 км		Восточно-Сибирская
25968	Север	903149	Республика Бурятия	2054217.0	buryat	RU-BU				Солнечный		Восточно-Сибирская
25969	Север	903153	Республика Бурятия	2054218.0	buryat	RU-BU				1049 км		Восточно-Сибирская
25970	Север	903168	Республика Бурятия	2054219.0	buryat	RU-BU				1057 км		Восточно-Сибирская
25971	Север	903172	Республика Бурятия	2054220.0	buryat	RU-BU				1061 км		Восточно-Сибирская
25972	Север	903187	Республика Бурятия	2054026.0	buryat	RU-BU				Дабан		Восточно-Сибирская
25973	Север	903204	Республика Бурятия	2054052.0	buryat	RU-BU	4795339003.0	55.63293457	109.3420639	Северобайкальск	station	Восточно-Сибирская
25974	Север	903219	Республика Бурятия	2054105.0	buryat	RU-BU				360 км		Восточно-Сибирская
25975	Север	903223	Республика Бурятия	2054106.0	buryat	RU-BU				362 км		Восточно-Сибирская
25976	Север	903238	Республика Бурятия	2054221.0	buryat	RU-BU	3505207079.0	55.76626587	109.54685974	Блок-пост 1084 км	halt	Восточно-Сибирская
25977	Север	903242	Республика Бурятия	2054222.0	buryat	RU-BU	3717947182.0	55.76428223	109.54332733	Молокон	halt	Восточно-Сибирская
25978	Север	903308	Республика Бурятия	2054107.0	buryat	RU-BU	3965162833.0	55.81166077	109.60366058	Нижнеангарск	station	Восточно-Сибирская
25979	Север	903312	Республика Бурятия	2054108.0	buryat	RU-BU				373 км		Восточно-Сибирская
25980	Север	903327	Республика Бурятия	2054109.0	buryat	RU-BU	288351218.0	55.88987732	109.79449463	Холодная	station	Восточно-Сибирская
25981	Север	903331	Республика Бурятия	2054226.0	buryat	RU-BU	3505208858.0	55.8526268	109.69171143	1096 км	halt	Восточно-Сибирская
25982	Север	903346	Республика Бурятия	2054227.0	buryat	RU-BU				1098 км		Восточно-Сибирская
25983	Север	903350	Республика Бурятия	2054228.0	buryat	RU-BU	3505209896.0	55.87535095	109.75901794	1103 км	halt	Восточно-Сибирская
25984	Север	903365	Республика Бурятия	2054225.0	buryat	RU-BU	2919102458.0	55.8502388	109.6792984	1095 км	halt	Восточно-Сибирская
25985	Север	903384	Республика Бурятия	2054675.0	buryat	RU-BU				1047 км		Восточно-Сибирская
25986	Север	903401	Республика Бурятия	2054110.0	buryat	RU-BU				Кичера		Восточно-Сибирская
25987	Север	903416	Республика Бурятия	2054039.0	buryat	RU-BU				423 км		Восточно-Сибирская
25988	Север	903420	Республика Бурятия	2054111.0	buryat	RU-BU	3505212869.0	55.95143127	110.64933014	Кирон	halt	Восточно-Сибирская
25989	Север	903454	Республика Бурятия	2054676.0	buryat	RU-BU	3505212868.0	55.95454407	110.59786224	1156 км	halt	Восточно-Сибирская
25990	Север	903505	Республика Бурятия	2054112.0	buryat	RU-BU	4795338999.0	56.0114212	110.90716553	Ангоя	station	Восточно-Сибирская
25991	Север	903512	Республика Бурятия	2054113.0	buryat	RU-BU				Огдында		Восточно-Сибирская
25992	Север	903524	Республика Бурятия	2054114.0	buryat	RU-BU	287408192.0	56.11492157	111.30809784	Огней	station	Восточно-Сибирская
25993	Север	903539	Республика Бурятия	2054115.0	buryat	RU-BU	3269964108.0	56.16355896	111.52677155	Анамакит	halt	Восточно-Сибирская
25994	Север	903557	Республика Бурятия		buryat	RU-BU				о.п. 1235 км		Восточно-Сибирская
25995	Север	903577	Республика Бурятия	2054677.0	buryat	RU-BU				1237 км		Восточно-Сибирская
25996	Север	903609	Республика Бурятия	2055120.0	buryat	RU-BU	4795338998.0	56.14979553	111.72926331	Новый Уоян	station	Восточно-Сибирская
25997	Север	903806	Республика Бурятия	2054124.0	buryat	RU-BU	3394706321.0	56.25968933	112.8219223	Кюхельбекерская	station	Восточно-Сибирская
25998	Север	903810	Республика Бурятия	2054123.0	buryat	RU-BU	3505222009.0	56.20003891	112.57060242	Чуро	halt	Восточно-Сибирская
25999	Север	903825	Республика Бурятия	2054122.0	buryat	RU-BU				555 км		Восточно-Сибирская
26000	Север	903831	Республика Бурятия	2054121.0	buryat	RU-BU	2016234826.0	56.16118622	111.9963913	Баканы	station	Восточно-Сибирская
