from_esr;from_name;to_esr;to_name
624405;Кулатка (рзд);624532;ОП Ост. Пункт 85 км
624410;ОП Ост. Пункт 99 км;624405;Кулатка (рзд)
624424;ОП Дубовый Гай;624439;ОП Ост. Пункт 110 км
624439;ОП Ост. Пункт 110 км;624410;ОП Ост. Пункт 99 км
624509;Возрождение;624570;ОП Ост. Пункт 60 км
624513;ОП Ост. Пункт 68 км;624509;Возрождение
624528;ОП Вязовый Гай;624513;ОП Ост. Пункт 68 км
624532;ОП Ост. Пункт 85 км;624528;ОП Вязовый Гай
624547;ОП Затон;624551;ОП Ост. Пункт 48 км
624551;ОП Ост. Пункт 48 км;635931;Громово
624566;ОП Ост. Пункт 57 км;624547;ОП Затон
624570;ОП Ост. Пункт 60 км;624566;ОП Ост. Пункт 57 км
624706;Шиханы;624725;ОП Ост. Пункт 219 км
624710;Вольск II;625003;Клены
624710;Вольск II;624806;Привольская
624725;ОП Ост. Пункт 219 км;624710;Вольск II
;;;
625003;Клены;625018;Терса-Вольская
625018;Терса-Вольская;625111;Линево
625107;Балаково;625200;Юльевка
625111;Линево;625107;Балаково
625200;Юльевка;625215;Ратная
625215;Ратная;625304;Иргиз
625304;Иргиз;627704;Пугачевск
625408;Князевка;620527;ОП Лесопильный
;;;
625412;ОП Увек;625408;Князевка
625427;ОП Правобережный;625412;ОП Увек
;;;
625431;Сазанка;625450;ОП Лодочная Станция
625446;ОП Мясокомбинат;625431;Сазанка
625450;ОП Лодочная Станция;625427;ОП Правобережный
625501;Анисовка;625446;ОП Мясокомбинат
625501;Анисовка;625696;ОП Угольник
625516;ОП Короткий;625681;ОП Электродепо
625535;Разъезд 8 км;625554;ОП Ост. Пункт 5 км
625540;Разъезд 3 км;625605;Покровск-Приволжский
625554;ОП Ост. Пункт 5 км;625540;Разъезд 3 км
625569;ОП Ост. Пункт 890 км;625573;ОП Ост. Пункт 888 км
625573;ОП Ост. Пункт 888 км;625516;ОП Короткий
625588;ОП Ост. Пункт 896 км;625802;Лебедево
625592;ОП Ост. Пункт 908 км;626006;Безымянная
625605;Покровск-Приволжский;625709;Покровск-Приволжский (эксп.)
625681;ОП Электродепо;625501;Анисовка
625696;ОП Угольник;625535;Разъезд 8 км
625709;Покровск-Приволжский (эксп.);625906;Покровск-Приволжский (пристань)
625802;Лебедево;625569;ОП Ост. Пункт 890 км
;;;
626006;Безымянная;625588;ОП Ост. Пункт 896 км
626010;ОП Стрепет;625592;ОП Ост. Пункт 908 км
626025;Титоренко;626010;ОП Стрепет
626030;ОП Ост. Пункт 926 км;626025;Титоренко
626107;Золотая Степь;626030;ОП Ост. Пункт 926 км
626203;Наливная;626107;Золотая Степь
;;;
626307;Урбах;626326;ОП Кобзаревский
626307;Урбах;626203;Наливная
626311;Еруслан;626307;Урбах
626326;ОП Кобзаревский;626330;Зорино
626330;Зорино;626345;Лозиновский (рзд)
626345;Лозиновский (рзд);626504;Красный Кут
;;;
626504;Красный Кут;626519;ОП Тимофеево
626504;Красный Кут;619229;Хлебный (рзд)
626519;ОП Тимофеево;626701;Питерка
626701;Питерка;626716;ОП Малоузенск
626716;ОП Малоузенск;626805;Новоузенск
626805;Новоузенск;626811;ОП Камышки
626811;ОП Камышки;626909;Александров Гай
;;;
627009;Мокроус;626311;Еруслан
627102;Плес;627009;Мокроус
627117;Жулидово;627102;Плес
;;;
627206;Ершов;627117;Жулидово
627206;Ершов;627236;ОП Орбита
627210;ОП Ост. Пункт 11 км;627206;Ершов
627225;Разъезд 22 км;627210;ОП Ост. Пункт 11 км
627225;Разъезд 22 км;627302;Кушумская
627236;ОП Орбита;627244;Мавринка
627244;Мавринка;627259;ОП Транспортный
627259;ОП Транспортный;628209;Алтата
;;;
627418;Разъезд 47 км;627437;ОП Римско-Корсаковка
627422;Разъезд 58 км;627418;Разъезд 47 км
627437;ОП Римско-Корсаковка;627225;Разъезд 22 км
627507;Рукополь;627422;Разъезд 58 км
627511;Разъезд 82 км;627507;Рукополь
627526;ОП Ост. Пункт 88 км;627511;Разъезд 82 км
627530;Блокпост 92 км;627526;ОП Ост. Пункт 88 км
;;;
627704;Пугачевск;627719;Большая Таволожка
627704;Пугачевск;627530;Блокпост 92 км
627704;Пугачевск;627723;ОП Пугачевск II
627719;Большая Таволожка;627901;Тополек
627723;ОП Пугачевск II;627738;Преображенка (обп)
627738;Преображенка (обп);627742;Порубежка (обп)
627742;Порубежка (обп);628020;Клевенка
627901;Тополек;627916;ОП Ост. Пункт 76 км
627916;ОП Ост. Пункт 76 км;627920;ОП Ишково
627920;ОП Ишково;639104;Чагра
628016;Обг. Пункт 79 км;628105;Новоперелюбская
628020;Клевенка;628016;Обг. Пункт 79 км
;;;
;;;
628209;Алтата;628213;ОП Новоросляевский
628213;ОП Новоросляевский;628302;Демьяс
628302;Демьяс;628317;ОП Натальинский
628317;ОП Натальинский;628321;Чалыкла
628321;Чалыкла;628336;Серебристый (рзд)
628336;Серебристый (рзд);628340;ОП Полевой
628340;ОП Полевой;628355;Лучший (рзд)
628355;Лучший (рзд);628406;Озинки
;;;
628904;Саратов-Порт (перев.);629004;Саратов-Порт (эксп.)
;;;
;;;
630001;Пенза III;630020;ОП Заречный Парк
630001;Пенза III;630302;Пенза IV
;;;
;;;
;;;
630020;ОП Заречный Парк;630016;ОП Кривозеровка
;;;
630105;Пенза I;630209;Пенза II
630105;Пенза I;630001;Пенза III
630105;Пенза I;630302;Пенза IV
630110;ОП Ост. Пункт 709 км;630105;Пенза I
630124;Арбеково (рзд);630143;ОП Ост. Пункт 704 км
630143;ОП Ост. Пункт 704 км;630110;ОП Ост. Пункт 709 км
630209;Пенза II;630213;ОП Заречный
;;;
630209;Пенза II;630001;Пенза III
630213;ОП Заречный;633705;Селикса
;;;
;;;
;;;
630317;ОП Север;630321;ОП Ост. Пункт 136 км
630321;ОП Ост. Пункт 136 км;630302;Пенза IV
630406;Пяша;630124;Арбеково (рзд)
630505;Бессоновка;630317;ОП Север
630514;ОП Ост. Пункт 125 км;630505;Бессоновка
630603;Грабово;630514;ОП Ост. Пункт 125 км
630618;ОП Вазерки;630681;ОП Ост. Пункт 116 км
630622;Разъезд 109 км;630618;ОП Вазерки
630637;ОП Ост. Пункт 106 км;630622;Разъезд 109 км
630641;Проказна;630675;ОП Ост. Пункт 103 км
630656;ОП Ост. Пункт 97 км;630641;Проказна
630660;ОП Ост. Пункт 95 км;630656;ОП Ост. Пункт 97 км
630675;ОП Ост. Пункт 103 км;630637;ОП Ост. Пункт 106 км
630681;ОП Ост. Пункт 116 км;630603;Грабово
630707;Лунино;630660;ОП Ост. Пункт 95 км
630726;ОП Ост. Пункт 82 км;630730;ОП Ост. Пункт 88 км
630730;ОП Ост. Пункт 88 км;630707;Лунино
630800;Гольцовка;630726;ОП Ост. Пункт 82 км
630815;Разъезд 71 км;630834;ОП Ост. Пункт 76 км
630834;ОП Ост. Пункт 76 км;630800;Гольцовка
630919;Разъезд 54 км;630957;Танеевка
630923;Анучино (рзд);630919;Разъезд 54 км
630938;ОП Ост. пункт 37 км;630923;Анучино (рзд)
630942;ОП Ост. Пункт 33 км;630938;ОП Ост. пункт 37 км
630957;Танеевка;630815;Разъезд 71 км
631004;Булычево;630942;ОП Ост. Пункт 33 км
631019;Медведовка (рзд);631042;ОП Ост. Пункт 24 км
631023;Разъезд 9 км;631019;Медведовка (рзд)
631038;ОП Ост. Пункт 3 км;631023;Разъезд 9 км
631042;ОП Ост. Пункт 24 км;631004;Булычево
631108;Кензино;631315;ОП Сухарево
631112;ОП Ост. Пункт 333 км;631108;Кензино
631127;Еголдаево (рзд);631112;ОП Ост. Пункт 333 км
631131;ОП Ост. Пункт 323 км;631127;Еголдаево (рзд)
631146;ОП Ост. Пункт 320 км;631131;ОП Ост. Пункт 323 км
631315;ОП Сухарево;631428;Желобово
631413;ОП Малютино;631502;Верда
631428;Желобово;631413;ОП Малютино
631502;Верда;631625;Ремизово
631610;Муравлянка (рзд);631729;ОП Ягодное
631625;Ремизово;631610;Муравлянка (рзд)
631714;Хлудово;632059;Ракша
631729;ОП Ягодное;631714;Хлудово
631911;Базево (рзд);631926;ОП Ост. Пункт 438 км
631926;ОП Ост. Пункт 438 км;632007;Моршанск
